normalized_address	formatted_address	lat	lon	distance_between_corners	ne_lat	ne_lon	sw_lat	sw_lon
usa mesa arizona	Mesa, AZ, USA	33.4151843	-111.8314724	39.21947023481539	33.513376	-111.5806542	33.2776239	-111.894881
usa mi gogebic	Gogebic, MI 49947, USA	46.3524478	-89.5026496					
usa mi gogebic	Gogebic County, MI, USA	46.4392785	-89.92147399999999	151.458067221865	47.0419639	-88.99064	46.0973216	-90.4181358
usa michigan	Michigan, USA	44.3148443	-85.60236429999999	981.479803794	48.3056109	-82.122805	41.696118	-90.41839189999999
usa michigan university of notre dame environmental research center	Michigan, USA	44.3148443	-85.60236429999999	981.479803794	48.3056109	-82.122805	41.696118	-90.41839189999999
usa michigan university of notre dame environmental research center neon	Michigan, USA	44.3148443	-85.60236429999999	981.479803794	48.3056109	-82.122805	41.696118	-90.41839189999999
usa middleton wisconsin	Middleton, WI, USA	43.09721740000001	-89.5042876	10.67365016024024	43.145247	-89.46298	43.082029	-89.5619298
usa minnesota	Minnesota, USA	46.729553	-94.6858998	883.0191617199455	49.384472	-89.4838122	43.499361	-97.239093
usa minnesota balasam	Balsam Township, MN, USA	46.8024851	-93.1114111	13.963548864765116	46.8534569	-93.059485	46.7660689	-93.19125009999999
usa minnesota balasam	Balsam Township, MN, USA	47.49669249999999	-93.40740869999999	24.544422742385564	47.544559	-93.278048	47.4568169	-93.57785690000001
usa minnesota grand rapids	Grand Rapids, MN 55744, USA	47.2371658	-93.53021419999999	9.635341057212807	47.26092509999999	-93.4933439	47.1953868	-93.5768201
usa minnesota marcel experimental forest	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394					
usa minnesota marcel experimental forest or usa minnesota spruce and peatland responses under changing environments or usa minnesota grand rapids	Grand Rapids, MN 55744, USA	47.2371658	-93.53021419999999	9.635341057212807	47.26092509999999	-93.4933439	47.1953868	-93.5768201
usa minnesota marcel experimental forest or usa minnesota spruce and peatland responses under changing environments or usa minnesota grand rapids	Marcell Experimental Forest, Balsam Township, MN 55709, USA	47.51910549999999	-93.45964080000002					
usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394					
usa minnesota marcel experimental forest usa minnesota spruce and peatland responses under changing environments usa minnesota grand rapids	Grand Rapids, MN 55744, USA	47.2371658	-93.53021419999999	9.635341057212807	47.26092509999999	-93.4933439	47.1953868	-93.5768201
usa minnesota marcel experimental forest usa minnesota spruce and peatland responses under changing environments usa minnesota grand rapids	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394					
usa minnesota marcell experimental forest spruce	Marcell Experimental Forest, Balsam Township, MN 55709, USA	47.51910549999999	-93.45964080000002					
usa minnesota spruce and peatland responses under changing environments	Minnesota, USA	46.729553	-94.6858998	883.0191617199455	49.384472	-89.4838122	43.499361	-97.239093
usa minnesota usda forest service marcell experimental forest mef	Marcell Experimental Forest, Balsam Township, MN 55709, USA	47.51910549999999	-93.45964080000002					
usa minnisota grand rapids	Grand Rapids, MN 55744, USA	47.2371658	-93.53021419999999	9.635341057212807	47.26092509999999	-93.4933439	47.1953868	-93.5768201
usa mississippi	Mississippi, USA	32.3546679	-89.3985283	634.4648193499296	34.996099	-88.097888	30.139845	-91.6550091
usa missouri	Missouri, USA	37.9642529	-91.8318334	776.0901120316685	40.61364	-89.098968	35.9956849	-95.774704
usa nd morton	Morton County, ND, USA	46.6683872	-101.1621736	141.75368644033395	46.982955	-100.544136	46.2843899	-102.097205
usa nd stutsman	Stutsman County, ND, USA	46.939184	-98.99091390000001	110.84180409413918	47.32719789999999	-98.43883509999999	46.6288258	-99.4813939
usa nebraska	Nebraska, USA	41.4925374	-99.9018131	800.6018861484808	43.001707	-95.30829000000001	39.999932	-104.053514
usa nederland colorado	Nederland, CO 80466, USA	39.9613759	-105.5108312	4.03172651121539	39.9753149	-105.484176	39.9549809	-105.523344
usa new hampshire bartlett experimental forest	Bartlett Experimental Forest, Bartlett, NH 03812, USA	44.0556249	-71.29729510000001					
usa new hartford connecticut	New Hartford, CT, USA	41.87932139999999	-72.97516929999999	15.855702189130417	41.895196	-72.936347	41.7980869	-73.076516
usa new kent virginia	New Kent, VA 23124, USA	37.5149037	-76.9848327	6.055845482289889	37.53365000000001	-76.967377	37.4896879	-77.007903
usa new kent virginia	New Kent County, VA, USA	37.4653757	-76.964306	52.01807772748939	37.6268809	-76.741984	37.3776651	-77.241023
usa new mexico	New Mexico, USA	34.9727305	-105.0323635	840.357931669602	37.000233	-103.002043	31.3321618	-109.050431
usa new mexico jornada experimental range	Jornada, NM 87901, USA	33.1231292	-107.0339121					
usa new mexico jornada experimental range neon	Jornada, NM 87901, USA	33.1231292	-107.0339121					
usa new salem massachusetts	New Salem, MA, USA	42.50425509999999	-72.3320289	29.6307590303665	42.548812	-72.244952	42.303224	-72.3850609
usa new york	New York, NY, USA	40.7127753	-74.0059728	67.93397390813224	40.9175771	-73.70027209999999	40.4773991	-74.25908989999999
usa newbury massachusetts	Newbury, MA, USA	42.7649497	-70.8714528	16.73314636407892	42.8117849	-70.790752	42.735454	-70.96743
usa newbury massachusetts	Newburyport, MA, USA	42.8125913	-70.87727509999999	12.36923897618518	42.841283	-70.8084229	42.787019	-70.940799
usa newton georgia	Newton, GA, USA	31.3129575	-84.3357424	4.563601898580627	31.329	-84.31834599999999	31.2999511	-84.352282
usa nh carroll	Carroll, NH, USA	44.297676	-71.5427968	22.59113609858722	44.3554409	-71.395246	44.2120819	-71.596341
usa nh carroll	Carroll County, NH, USA	43.8128209	-71.25060669999999	101.84235157515447	44.2848967	-70.9508379	43.482913	-71.56460310000001
usa nm dona ana	Doña Ana, NM, USA	32.3930808	-106.8157813	2.9716693650680335	32.405176	-106.807953	32.38502	-106.828736
usa north carolina organic legume disk tillage	North Carolina, USA	35.7595731	-79.01929969999999	869.6222600817215	36.5881371	-75.400119	33.752878	-84.321821
usa north dakota chase lake national wildlife refuge	Chase Lake National Wildlife Refuge, Tappen, ND 58487, USA	47.0105508	-99.44049779999999	7.087907093162751	47.03069259999999	-99.41776709999999	46.98379389999999	-99.48107569999999
usa north dakota chase lake national wildlife refuge neon	Chase Lake National Wildlife Refuge, Tappen, ND 58487, USA	47.0105508	-99.44049779999999	7.087907093162751	47.03069259999999	-99.41776709999999	46.98379389999999	-99.48107569999999
usa north dakota dakota coteau field site	Coteau, ND 58721, USA	48.7566981	-102.3190572					
usa north dakota dakota coteau field site neon	Coteau, ND 58721, USA	48.7566981	-102.3190572					
usa north dakota morton	Morton County, ND, USA	46.6683872	-101.1621736	141.75368644033395	46.982955	-100.544136	46.2843899	-102.097205
usa north dakota northern great plains research laboratory	North Dakota, USA	47.5514926	-101.0020119	658.0033568713993	49.0005565	-96.5544111	45.9350719	-104.049012
usa north dakota northern great plains research laboratory neon	North Dakota, USA	47.5514926	-101.0020119	658.0033568713993	49.0005565	-96.5544111	45.9350719	-104.049012
usa north dakota stutsman	Stutsman County, ND, USA	46.939184	-98.99091390000001	110.84180409413918	47.32719789999999	-98.43883509999999	46.6288258	-99.4813939
usa north slope borough alaska	North Slope Borough, AK, USA	69.05787579999999	-152.8628274	1061.7321245038004	71.441059	-141.0026568	67.999952	-166.9855109
usa north woodstock new hampshire	North Woodstock, Woodstock, NH, USA	44.0302045	-71.6864932	3.3957279496822954	44.04651390000001	-71.67369889999999	44.0254531	-71.70446009999999
usa oak ridge tennessee	Oak Ridge, TN, USA	36.0103561	-84.26964490000002	32.92019974635632	36.064688	-84.1556119	35.874865	-84.43633400000002
usa ohio	Ohio, USA	40.4172871	-82.90712300000001	568.002300588023	42.323374	-80.518705	38.4034229	-84.8203051
usa ok washita	Washita, OK 73005, USA	35.1028386	-98.3408881					
usa oklahoma	Oklahoma, USA	35.0077519	-97.092877	863.6602783642855	37.0023121	-94.4310139	33.615787	-103.0024129
usa oklahoma anadarko	Anadarko, OK 73005, USA	35.072562	-98.2436625	8.837772725364173	35.0943561	-98.214936	35.0348399	-98.2792939
usa oklahoma marvin klemme range research station	Oklahoma, USA	35.0077519	-97.092877	863.6602783642855	37.0023121	-94.4310139	33.615787	-103.0024129
usa oklahoma marvin klemme range research station neon	Oklahoma, USA	35.0077519	-97.092877	863.6602783642855	37.0023121	-94.4310139	33.615787	-103.0024129
usa oregon	Oregon, USA	43.8041334	-120.5542012	812.7250288646959	46.299099	-116.463262	41.9920819	-124.703541
usa oregon benton county	Benton County, OR, USA	44.6281686	-123.3873877	76.9595835063829	44.7212699	-123.0731321	44.276694	-123.816833
usa oregon clatskanie	Clatskanie, OR 97016, USA	46.1041403	-123.2039361	4.365785921795076	46.1235053	-123.1831755	46.0952476	-123.2224939
usa oregon coos county	Coos County, OR, USA	43.242897	-124.1057369	125.68213167737372	43.611464	-123.702071	42.6666839	-124.5523731
usa oregon deschutes county	Deschutes County, OR, USA	43.83251	-121.2616541	189.56079355446892	44.393481	-119.8965811	43.611104	-122.002362
usa oregon jackson county	Jackson County, OR, USA	42.334535	-122.7646577	135.1598305025641	42.9967949	-122.282682	42.002634	-123.231327
usa oregon josephine county	Josephine County, OR, USA	42.3447572	-123.4568737	110.23673892337315	42.784061	-123.229167	41.99509399999999	-124.0419829
usa oregon lane county	Lane County, OR, USA	43.9610092	-122.6618227	218.99154742918512	44.290537	-121.768016	43.437395	-124.2301779
usa oregon sherman county	Sherman County, OR, USA	45.4122013	-120.753042	89.70554734246943	45.737181	-120.3578039	45.083455	-121.031202
usa oregon tillamook county	Tillamook County, OR, USA	45.5293478	-123.7052374	103.09407395708223	45.7835389	-123.299258	45.0439859	-124.095833
usa oregon umatilla county	Umatilla County, OR, USA	45.7750424	-118.7606453	159.62119753104727	46.001157	-117.9729479	44.995877	-119.4350239
usa oregon union county	Union County, OR, USA	45.2334122	-118.0410627	150.3732367637452	45.86108309999999	-117.2660048	44.956326	-118.697766
usa oregon washington state university tri cities	2710 Crimson Way, Richland, WA 99354, USA	46.32944	-119.263174					
usa oyster virginia	Oyster, VA 23310, USA	37.2865276	-75.9224298					
usa pennsylvania	Pennsylvania, USA	41.2033216	-77.1945247	578.6571591736927	42.5141658	-74.6895609	39.71979899999999	-80.5198485
usa pennsylvania borough of centralia	Centralia, PA, USA	40.8042541	-76.3405035	1.5621398956375414	40.80870180000001	-76.336738	40.7988343	-76.3499487
usa pennsylvania urban czo	Urban, PA 17830, USA	40.6811958	-76.77163469999999					
usa prineville oregon	Prineville, OR 97754, USA	44.2998485	-120.8344664	11.249711092258432	44.3316779	-120.8073421	44.2719381	-120.9214311
usa prosser wa	Prosser, WA 99350, USA	46.2067997	-119.7689222	8.022084517681831	46.2233779	-119.7207381	46.186012	-119.8099091
usa puerto rico	Puerto Rico	18.220833	-66.590149	318.47224324089507	18.5989505	-65.2105715	17.8449191	-68.11955569999999
usa puerto rico	United States	37.09024	-95.712891	9007.238625192922	74.071038	-66.885417	18.7763	166.9999999
usa puerto rico guanica forest	Guanica, Guánica, Puerto Rico	17.9725145	-66.9086264	6.56134331348206	17.9798599	-66.901292	17.959294	-66.9594359
usa puerto rico guanica forest	United States	37.09024	-95.712891	9007.238625192922	74.071038	-66.885417	18.7763	166.9999999
usa puerto rico lajas experimental station	Lajas, 00667, Puerto Rico	18.049962	-67.0593449	3.819720494884953	18.0579528	-67.0445689	18.0352469	-67.07168
usa puerto rico lajas experimental station	United States	37.09024	-95.712891	9007.238625192922	74.071038	-66.885417	18.7763	166.9999999
usa pullman washington	Pullman, WA 99163, USA	46.7297771	-117.1817377	10.384253004032441	46.753341	-117.092859	46.707617	-117.211658
usa richland wa	Richland, WA, USA	46.28042000000001	-119.2751996	23.886370073850046	46.3704569	-119.2113939	46.1998559	-119.400291
usa richland washington	Richland, WA, USA	46.28042000000001	-119.2751996	23.886370073850046	46.3704569	-119.2113939	46.1998559	-119.400291
usa riverdale maryland	Riverdale Park, MD, USA	38.963444	-76.9316408	4.567651066750704	38.9759819	-76.90195489999999	38.950163	-76.94304489999999
usa salt lake city utah	Salt Lake City, UT, USA	40.7607793	-111.8910474	34.897017050608426	40.8529699	-111.7394581	40.700246	-112.101512
usa sierra national forest california	Sierra National Forest, California 91024, USA	37.3426802	-119.2243664					
usa simsbury connecticut	Simsbury, CT, USA	41.8540094	-72.82791499999999	15.196375538708272	41.92079589999999	-72.758639	41.8161299	-72.876644
usa south carolina	South Carolina, USA	33.836081	-81.1637245	574.5699182669384	35.2154849	-78.49930090000001	31.995954	-83.35392800000001
usa south valley new mexico	South Valley, NM, USA	35.0100487	-106.6780809	16.974576851303112	35.0844419	-106.639102	34.9466139	-106.7192368
usa stabler washington	Stabler, WA 98610, USA	45.80833	-121.90639					
usa state of colorado city of boulder	Boulder, CO, USA	40.0149856	-105.2705456	17.921733016002662	40.0945509	-105.178197	39.9640689	-105.3017579
usa state of hawaii kilauea volcano	Kīlauea, Hawaii 96778, USA	19.4068929	-155.2833786					
usa state of texas city of huntsville	Huntsville, TX, USA	30.7235263	-95.55077709999999	21.34162166298961	30.7678529	-95.4929959	30.62597	-95.643311
usa summerhaven arizona	Summerhaven, AZ 85619, USA	32.438687	-110.7598173					
usa tennessee	Tennessee, USA	35.5174913	-86.5804473	803.1438011086385	36.678255	-81.6469	34.9829239	-90.3104911
usa tennessee great smoky mountains national park	Great Smoky Mountains National Park, United States	35.6130503	-83.55315370000001					
usa tennessee great smoky mountains national park neon	Great Smoky Mountains National Park, United States	35.6130503	-83.55315370000001					
usa tennessee oak ridge	Oak Ridge, TN, USA	36.0103561	-84.26964490000002	32.92019974635632	36.064688	-84.1556119	35.874865	-84.43633400000002
usa tennessee oak ridge national lab	5200, 1 Bethel Valley Rd, Oak Ridge, TN 37830, USA	35.9311679	-84.3101161					
usa tennessee sevier	Sevierville, TN, USA	35.8681455	-83.56183500000002	25.273024851518763	35.998506	-83.48057109999999	35.8179141	-83.6509568
usa tennessee sevier	Sevier County, TN, USA	35.8271682	-83.5070203	72.50503505245665	36.0431189	-83.2506949	35.562684	-83.7942751
usa texas	Texas, USA	31.9685988	-99.9018131	1719.6043179657531	36.5007041	-93.5080389	25.8371165	-106.6456461
usa texas caddo lyndon b johnson national grasslands	Texas, USA	31.9685988	-99.9018131	1719.6043179657531	36.5007041	-93.5080389	25.8371165	-106.6456461
usa texas caddo lyndon b johnson national grasslands	Caddo, LA 71061, USA	32.7565316	-93.9737925					
usa texas lyndon b johnson national grassland	Lyndon B Johnson National Grassland, Texas 76225, USA	33.4167777	-97.6253071					
usa tn anderson	Anderson, TN 37376, USA	34.9939719	-85.90303360000001					
usa tn anderson	Anderson County, TN, USA	36.0809574	-84.2278796	63.09007910246635	36.3017791	-83.941711	35.910165	-84.44988099999999
usa tn sevier	Sevierville, TN, USA	35.8681455	-83.56183500000002	25.273024851518763	35.998506	-83.48057109999999	35.8179141	-83.6509568
usa toolik field station alaska	68° 38' N, 149° 36' W, AK, USA	68.62722769999999	-149.5912475					
usa tx wise	Wise, TX 75169, USA	32.5134708	-96.035248					
usa tx wise	Wise County, TX, USA	33.2895861	-97.69822719999999	70.28325273797707	33.4340569	-97.383015	32.990839	-97.9216421
usa tyee oregon	Tyee, OR 97486, USA	43.4434489	-123.5512015					
usa usda forest service marcell experimental forest	Marcell Experimental Forest, Balsam Township, MN 55709, USA	47.51910549999999	-93.45964080000002					
usa ut san juan	San Juan County, UT, USA	37.4634157	-109.7591675	267.17235554296013	38.500028	-109.0410581	36.99790309999999	-111.4130139
usa ut tooele	Tooele, UT 84074, USA	40.53077760000001	-112.29828	13.739789607839029	40.59076090000001	-112.26441	40.4922678	-112.362596
usa utah	Utah, USA	39.3209801	-111.0937311	702.9102629503569	42.0017019	-109.041572	36.9976568	-114.052885
usa utah 22ut012 high elevation rock mountain ut lemonte byu	Utah, USA	39.3209801	-111.0937311	702.9102629503569	42.0017019	-109.041572	36.9976568	-114.052885
usa utah 22ut019 high elevation rock mountain ut lemonte byu	Utah, USA	39.3209801	-111.0937311	702.9102629503569	42.0017019	-109.041572	36.9976568	-114.052885
usa utah 22ut023 high elevation rock mountain ut lemonte byu	Utah, USA	39.3209801	-111.0937311	702.9102629503569	42.0017019	-109.041572	36.9976568	-114.052885
usa utah 22ut024 high elevation rock mountain ut lemonte byu	Utah, USA	39.3209801	-111.0937311	702.9102629503569	42.0017019	-109.041572	36.9976568	-114.052885
usa utah 22ut032 high elevation rock mountain ut lemonte byu	Utah, USA	39.3209801	-111.0937311	702.9102629503569	42.0017019	-109.041572	36.9976568	-114.052885
usa utah moab	Moab, UT 84532, USA	38.5733155	-109.5498395	6.643602034695788	38.59312	-109.5216421	38.5556759	-109.581195
usa utah moab neon	Moab, UT 84532, USA	38.5733155	-109.5498395	6.643602034695788	38.59312	-109.5216421	38.5556759	-109.581195
usa utah onaqui	Onaqui Mountains, Utah 84022, USA	40.210325	-112.5594079					
usa utah onaqui neon	Onaqui Mountains, Utah 84022, USA	40.210325	-112.5594079					
usa va clarke	Clarke County, VA, USA	39.15165830000001	-77.973865	42.23425719944312	39.2646009	-77.8282989	38.97943799999999	-78.151696
usa va giles	Giles County, VA, USA	37.3132885	-80.6770787	63.59285776903892	37.4816721	-80.430943	37.1474819	-81.014489
usa va warren	Warren, VA 24590, USA	37.76583	-78.55806					
usa va warren	Warren County, VA, USA	38.9331749	-78.24761459999999	45.911864339347176	39.036629	-78.004313	38.75704200000001	-78.3947041
usa virginia	Virginia, USA	37.4315734	-78.6568942	812.9589051729787	39.466012	-75.16643499999999	36.5408519	-83.6753951
usa virginia blandy experimental farm	400 Blandy Farm Ln, Boyce, VA 22620, USA	39.0637922	-78.0652661					
usa virginia clarke	Clarke County, VA, USA	39.15165830000001	-77.973865	42.23425719944312	39.2646009	-77.8282989	38.97943799999999	-78.151696
usa virginia giles	Giles County, VA, USA	37.3132885	-80.6770787	63.59285776903892	37.4816721	-80.430943	37.1474819	-81.014489
usa virginia mountain lake biological station	240 Salt Pond Rd, Pembroke, VA 24136, USA	37.375136	-80.522747					
usa virginia smithsonian conservation biology institute	1500 Remount Rd, Front Royal, VA 22630, USA	38.8871467	-78.1653155					
usa wa clark	Clark County, WA, USA	45.7466471	-122.5194378	71.55796471243929	46.059632	-122.2445149	45.543541	-122.7959631
usa wa prosser	Prosser, WA 99350, USA	46.2067997	-119.7689222	8.022084517681831	46.2233779	-119.7207381	46.186012	-119.8099091
usa wa skamania	Skamania, WA 98648, USA	45.6176095	-122.0488678					
usa washing	United States	37.09024	-95.712891	9007.238625192922	74.071038	-66.885417	18.7763	166.9999999
usa washington	Washington, DC, USA	38.9071923	-77.0368707	29.105257949660235	38.9958641	-76.909393	38.7916449	-77.119759
usa washington	Washington, USA	47.7510741	-120.7401386	710.8724725568496	49.0024442	-116.9160711	45.543541	-124.8489739
usa washington abby road	Washington, USA	47.7510741	-120.7401386	710.8724725568496	49.0024442	-116.9160711	45.543541	-124.8489739
usa washington clark	Clark County, WA, USA	45.7466471	-122.5194378	71.55796471243929	46.059632	-122.2445149	45.543541	-122.7959631
usa washington fluxtower location a3	1300 I St NW, Washington, DC 20005, USA	38.9010633	-77.03009879999999					
usa washington fluxtower location a5	Washington, USA	47.7510741	-120.7401386	710.8724725568496	49.0024442	-116.9160711	45.543541	-124.8489739
usa washington prosser	Prosser, WA 99350, USA	46.2067997	-119.7689222	8.022084517681831	46.2233779	-119.7207381	46.186012	-119.8099091
usa washington prosser field site	Prosser, WA 99350, USA	46.2067997	-119.7689222	8.022084517681831	46.2233779	-119.7207381	46.186012	-119.8099091
usa washington prosser irrigated bare	Prosser, WA 99350, USA	46.2067997	-119.7689222	8.022084517681831	46.2233779	-119.7207381	46.186012	-119.8099091
usa washington prosser non irrigated bare	Prosser, WA 99350, USA	46.2067997	-119.7689222	8.022084517681831	46.2233779	-119.7207381	46.186012	-119.8099091
usa washington richland columbia river	Richland, WA, USA	46.28042000000001	-119.2751996	23.886370073850046	46.3704569	-119.2113939	46.1998559	-119.400291
usa washington skamania	Skamania, WA 98648, USA	45.6176095	-122.0488678					
usa washington wind river experimental forest	Wind River Experimental Forest, Washington 98610, USA	45.8090043	-121.9823059					
usa washington wind river experimental forest neon	Wind River Experimental Forest, Washington 98610, USA	45.8090043	-121.9823059					
usa wi lincoln	Lincoln County, WI, USA	45.3743102	-89.7725799	68.73917877170288	45.555915	-89.424227	45.119098	-90.0465309
usa wi lincoln	Lincoln, WI 54205, USA	44.6180518	-87.6420375					
usa wi lincoln	Lincoln, WI, USA	44.3672675	-91.7344155	20.645598945186716	44.4224641	-91.6502	44.2902099	-91.83245910000001
usa wi lincoln	Lincoln, WI, USA	44.6440048	-90.2432307	13.467912623679988	44.685396	-90.1981211	44.598335	-90.3164669
usa wi lincoln	Lincoln, WI, USA	45.5380249	-88.8233734	21.518261708681717	45.6372279	-88.79905	45.4644889	-88.9236279
usa wi lincoln	Lincoln, WI, USA	44.7502803	-91.2313618	19.44922409824464	44.8148699	-91.16497	44.68297	-91.3267209
usa wi lincoln	Lincoln, WI 54521, USA	45.89189469999999	-89.2326338	17.095157708583155	45.9825769	-89.174216	45.8565789	-89.30084910000001
usa wi lincoln	Lincoln, WI 54856, USA	46.3775618	-90.9704527	13.748003495772409	46.4141319	-90.92405099999999	46.32665009999999	-91.05067509999999
usa wi lincoln	Lincoln, WI, USA	45.3324245	-92.3112311	14.781390355393725	45.3816399	-92.28479999999999	45.29570409999999	-92.429085
usa wi lincoln	Lincoln, WI, USA	44.1140815	-90.46910969999999	13.65601426676686	44.161051	-90.43509689999999	44.0726919	-90.553906
usa wisconsin	Wisconsin, USA	43.7844397	-88.7878678	748.1548770678803	47.309822	-86.249548	42.4917199	-92.88943309999999
usa wisconsin lincoln	Lincoln County, WI, USA	45.3743102	-89.7725799	68.73917877170288	45.555915	-89.424227	45.119098	-90.0465309
usa wisconsin lincoln	Lincoln, WI 54205, USA	44.6180518	-87.6420375					
usa wisconsin lincoln	Lincoln, WI, USA	44.3672675	-91.7344155	20.645598945186716	44.4224641	-91.6502	44.2902099	-91.83245910000001
usa wisconsin lincoln	Lincoln, WI, USA	45.5380249	-88.8233734	21.518261708681717	45.6372279	-88.79905	45.4644889	-88.9236279
usa wisconsin lincoln	Lincoln, WI, USA	44.7502803	-91.2313618	19.44922409824464	44.8148699	-91.16497	44.68297	-91.3267209
usa wisconsin lincoln	Lincoln, WI 54521, USA	45.89189469999999	-89.2326338	17.095157708583155	45.9825769	-89.174216	45.8565789	-89.30084910000001
usa wisconsin lincoln	Lincoln, WI, USA	44.6440048	-90.2432307	13.467912623679988	44.685396	-90.1981211	44.598335	-90.3164669
usa wisconsin lincoln	Lincoln, WI, USA	45.3324245	-92.3112311	14.781390355393725	45.3816399	-92.28479999999999	45.29570409999999	-92.429085
usa wisconsin lincoln	Lincoln, WI 54856, USA	46.3775618	-90.9704527	13.748003495772409	46.4141319	-90.92405099999999	46.32665009999999	-91.05067509999999
usa wisconsin lincoln	Lincoln, WI, USA	44.1140815	-90.46910969999999	13.65601426676686	44.161051	-90.43509689999999	44.0726919	-90.553906
usa wisconsin steigerwaldt chequamegon	Chequamegon Dr, Minocqua, WI 54548, USA	45.8937771	-89.8006914	0.8065178448145299	45.89547839999999	-89.7968313	45.8907197	-89.8046961
usa wisconsin steigerwaldt chequamegon	Chequamegon Dr, Emery, WI 54513, USA	45.6723188	-90.1156759	1.648900738203462	45.6739262	-90.10485779999999	45.671545	-90.1258043
usa wisconsin steigerwaldt chequamegon neon	Chequamegon Dr, Minocqua, WI 54548, USA	45.8937771	-89.8006914	0.8065178448145299	45.89547839999999	-89.7968313	45.8907197	-89.8046961
usa wisconsin steigerwaldt chequamegon neon	Chequamegon Dr, Emery, WI 54513, USA	45.6723188	-90.1156759	1.648900738203462	45.6739262	-90.10485779999999	45.671545	-90.1258043
usa wisconsin treehaven	Tree Haven, Holland, WI 53070, USA	43.6079159	-87.7606126	0.3036593748349586	43.60905409999999	-87.759112	43.60667249999999	-87.76095749999999
usa wisconsin treehaven	Tree Hvn, Holland, WI 53070, USA	43.6068628	-87.7608536	0.07061979942153315	43.6068645	-87.76084209999999	43.6063081	-87.761265
usa wisconsin treehaven neon	Tree Haven, Holland, WI 53070, USA	43.6079159	-87.7606126	0.3036593748349586	43.60905409999999	-87.759112	43.60667249999999	-87.76095749999999
usa wisconsin treehaven neon	Tree Hvn, Holland, WI 53070, USA	43.6068628	-87.7608536	0.07061979942153315	43.6068645	-87.76084209999999	43.6063081	-87.761265
usa woodstock new hampshire	Woodstock, NH, USA	43.9775681	-71.6850802	22.794799554990025	44.078389	-71.6412941	43.919835	-71.8219329
usa wyoming	Wyoming, USA	43.0759678	-107.2902839	722.8587010780152	45.005815	-104.0522449	40.994772	-111.0545581
usa wyoming 22wy001	Wyoming, USA	43.0759678	-107.2902839	722.8587010780152	45.005815	-104.0522449	40.994772	-111.0545581
usa wyoming 22wy003	Wyoming, USA	43.0759678	-107.2902839	722.8587010780152	45.005815	-104.0522449	40.994772	-111.0545581
usa wyoming 22wy009	Wyoming, USA	43.0759678	-107.2902839	722.8587010780152	45.005815	-104.0522449	40.994772	-111.0545581
usa wyoming 22wy010	Wyoming, USA	43.0759678	-107.2902839	722.8587010780152	45.005815	-104.0522449	40.994772	-111.0545581
usa wyoming 22wy015	Wyoming, USA	43.0759678	-107.2902839	722.8587010780152	45.005815	-104.0522449	40.994772	-111.0545581
usa wyoming yellowstone national park	Yellowstone National Park, WY 82190, USA	44.4279684	-110.5884542					
usda forest service marcell experimental forest	Marcell Experimental Forest, Balsam Township, MN 55709, USA	47.51910549999999	-93.45964080000002					
