s	s_is_soil	s_is_reasonable_other	slab	p	plab	p_lab_or_id	relation_is_reasonable	o	o_is_soil	o_is_reasonable_other	olab	slab_olab_cosine	sole_reasonable_other	sole_soil
ENVO:00002256	True	False	regosol	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5669467095138409		regosol
ENVO:00002257	True	False	podzol	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.4082482904638631		podzol
ENVO:00002258	True	False	loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5		loam
ENVO:00002259	True	False	agricultural soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.48507125007266594		agricultural soil
ENVO:00002260	True	False	dune soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005786	True	False	upland soil	0.8040302522073697		
ENVO:00002261	True	False	forest soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		forest soil
ENVO:00002262	True	False	clay soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6666666666666666		clay soil
ENVO:00002263	True	False	garden soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		garden soil
ENVO:00002273	True	False	fluvisol	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.7071067811865475		fluvisol
ENVO:00002274	True	False	stagnosol	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5		stagnosol
ENVO:00002275	True	False	technosol	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5		technosol
ENVO:00002871	True	False	alluvial soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5547001962252291		alluvial soil
ENVO:00002875	True	False	oil contaminated soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002116	True	False	contaminated soil	0.8997354108424374		
ENVO:00003081	True	False	metal contaminated soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002116	True	False	contaminated soil	0.8597269536210951		
ENVO:00003082	True	False	enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5547001962252291		enriched soil
ENVO:00003083	True	False	sarcosine enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7518094115561123		
ENVO:00003084	True	False	trimethylamine enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.6813851438692469		
ENVO:00003085	True	False	skatole enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7867957924694432		
ENVO:00003086	True	False	ethanol enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7867957924694432		
ENVO:00003087	True	False	acetamide enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7518094115561123		
ENVO:00003088	True	False	pantothenate enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7071067811865476		
ENVO:00003089	True	False	testosterone enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7071067811865476		
ENVO:00003090	True	False	kynurenate enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7359800721939872		
ENVO:00003091	True	False	threonine enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7518094115561123		
ENVO:00003092	True	False	salicylate enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7359800721939872		
ENVO:00003093	True	False	poly-beta-hydroxybutyrate enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.5773502691896258		
ENVO:00003094	True	False	L-(+)-tartrate enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.6813851438692469		
ENVO:00003095	True	False	quinate enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7867957924694432		
ENVO:00003914	True	False	chalk soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.6139406135149205		
ENVO:00005740	True	False	paddy field soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002259	True	False	agricultural soil	0.48507125007266594		
ENVO:00005740	True	False	paddy field soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005755	True	False	field soil	0.7905694150420948		
ENVO:00005741	True	False	alpine soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		alpine soil
ENVO:00005742	True	False	arable soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		arable soil
ENVO:00005743	True	False	roadside soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5547001962252291		roadside soil
ENVO:00005744	True	False	allotment garden soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002263	True	False	garden soil	0.7237468644557459		
ENVO:00005746	True	False	savanna soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005750	True	False	grassland soil	0.6943650748294136		
ENVO:00005747	True	False	compost soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5773502691896258		compost soil
ENVO:00005748	True	False	dry soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.7071067811865475		dry soil
ENVO:00005749	True	False	farm soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6666666666666666		farm soil
ENVO:00005750	True	False	grassland soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5345224838248488		grassland soil
ENVO:00005751	True	False	jungle soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		jungle soil
ENVO:00005752	True	False	sawah soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6324555320336759		sawah soil
ENVO:00005753	True	False	urea enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.8498365855987974		
ENVO:00005754	True	False	fertilized soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5163977794943222		fertilized soil
ENVO:00005755	True	False	field soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6324555320336759		field soil
ENVO:00005756	True	False	lawn soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6666666666666666		lawn soil
ENVO:00005757	True	False	bacteria enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7687061147858074		
ENVO:00005758	True	False	alluvial swamp soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002871	True	False	alluvial soil	0.827170191868511		
ENVO:00005759	True	False	alluvial paddy field soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002871	True	False	alluvial soil	0.7211102550927979		
ENVO:00005759	True	False	alluvial paddy field soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005740	True	False	paddy field soil	0.8		
ENVO:00005760	True	False	burned soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		burned soil
ENVO:00005761	True	False	meadow soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		meadow soil
ENVO:00005762	True	False	chloropicrin enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.7071067811865476		
ENVO:00005763	True	False	humus-rich acidic ash soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.5439282932204212		
ENVO:00005764	True	False	pond soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6666666666666666		pond soil
ENVO:00005765	True	False	frozen compost soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005747	True	False	compost soil	0.7947194142390263		
ENVO:00005765	True	False	frozen compost soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:01001526	True	False	frozen soil	0.760885910252682		
ENVO:00005766	True	False	limed soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6324555320336759		limed soil
ENVO:00005767	True	False	manured soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5773502691896258		manured soil
ENVO:00005768	True	False	orchid soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		orchid soil
ENVO:00005769	True	False	mountain forest soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002261	True	False	forest soil	0.7416198487095663		
ENVO:00005769	True	False	mountain forest soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005786	True	False	upland soil	0.5393598899705937		
ENVO:00005770	True	False	beech forest soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002261	True	False	forest soil	0.8043996665398437		
ENVO:00005771	True	False	muddy soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6324555320336759		muddy soil
ENVO:00005772	True	False	orchard soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005749	True	False	farm soil	0.6735753140545634		
ENVO:00005773	True	False	pasture soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5773502691896258		pasture soil
ENVO:00005774	True	False	peat soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002243	True	False	histosol	0.5892556509887896		
ENVO:00005775	True	False	salt contaminated soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002116	True	False	contaminated soil	0.8790490729915326		
ENVO:00005776	True	False	peaty paddy field soil	ENVO:02000200	has increased levels of	has increased levels of	False	ENVO:00005774	True	False	peat soil	0.6396021490668313		
ENVO:00005776	True	False	peaty paddy field soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.5321811563901744		
ENVO:00005776	True	False	peaty paddy field soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005740	True	False	paddy field soil	0.8528028654224417		
ENVO:00005777	True	False	steppe soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005750	True	False	grassland soil	0.48349377841522817		
ENVO:00005778	True	False	tropical soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5547001962252291		tropical soil
ENVO:00005779	True	False	vegetable garden soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002263	True	False	garden soil	0.7237468644557459		
ENVO:00005780	True	False	greenhouse soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5163977794943222		greenhouse soil
ENVO:00005781	True	False	heat stressed soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.47140452079103173		heat stressed soil
ENVO:00005782	True	False	ornithogenic soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.48507125007266594		ornithogenic soil
ENVO:00005783	True	False	leafy wood soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002261	True	False	forest soil	0.6227991553292184		
ENVO:00005784	True	False	spruce forest soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002261	True	False	forest soil	0.7817359599705717		
ENVO:00005786	True	False	upland soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		upland soil
ENVO:00005787	True	False	eucalyptus forest soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002261	True	False	forest soil	0.7071067811865476		
ENVO:00005788	True	False	rubber plantation soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002259	True	False	agricultural soil	0.6722139969935249		
ENVO:00005788	True	False	rubber plantation soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00005749	True	False	farm soil	0.49746833816309105		
ENVO:00005789	True	False	bluegrass field soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002259	True	False	agricultural soil	0.6507913734559685		
ENVO:00005790	True	False	red soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.7071067811865475		red soil
ENVO:00005801	False	True	rhizosphere	BFO:0000050	part of	part of	True	ENVO:00001998	False	False	soil	0.45226701686664544	rhizosphere	
ENVO:00005802	True	False	bulk soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6666666666666666		bulk soil
ENVO:01000001	False	False	mud	BFO:0000051	has part	has part	True	ENVO:00001998	False	False	soil	0.0		
ENVO:01000427	True	False	carbon nanotube enriched soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.6695340634119862		
ENVO:01000698	False	False	debris flow	RO:0000057	has participant	has participant	False	ENVO:00001998	False	False	soil	0.6030226891555273		
ENVO:01000706	False	False	soil erosion	RO:0000057	has participant	has participant	False	ENVO:00001998	False	False	soil	0.5773502691896258		
ENVO:01000820	False	True	pedosphere	RO:0002473	composed primarily of	composed primarily of	True	ENVO:00001998	False	False	soil	0.31622776601683794	pedosphere	
ENVO:01001044	False	True	soil environment	RO:0002507	determined by	determined by	False	ENVO:00001998	False	False	soil	0.5	soil environment	
ENVO:01001185	True	False	acidic soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		acidic soil
ENVO:01001397	True	False	ultisol	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.7559289460184544		ultisol
ENVO:01001525	True	False	hard-frozen soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:01001526	True	False	frozen soil	0.82915619758885		
ENVO:01001526	True	False	frozen soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6030226891555273		frozen soil
ENVO:01001527	True	False	plastic-frozen soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:01001526	True	False	frozen soil	0.760885910252682		
ENVO:01001528	True	False	friable-frozen soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:01001526	True	False	frozen soil	0.760885910252682		
ENVO:01001616	True	False	bare soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.6666666666666666		bare soil
ENVO:01001638	True	False	frost-susceptible soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.42640143271122083		frost-susceptible soil
ENVO:01001664	False	False	cryoturbation of soil	RO:0000057	has participant	has participant	False	ENVO:00001998	False	False	soil	0.4364357804719848		
ENVO:01001841	True	False	volcanic soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002232	True	False	andosol	0.628970902033151		
ENVO:02000059	True	False	surface soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5773502691896258		surface soil
ENVO:02000122	False	False	peat drainage	BFO:0000066	occurs in	occurs in	False	ENVO:00005774	True	False	peat soil	0.554700196225229		peat soil
ENVO:02000138	True	False	mangrove biome soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.4588314677411235		mangrove biome soil
ENVO:02500038	False	False	soil pollution	BFO:0000066	occurs in	occurs in	False	ENVO:00001998	False	False	soil	0.5345224838248488		
ENVO:02500038	False	False	soil pollution	RO:0002234	has output	has output	False	ENVO:00002116	True	False	contaminated soil	0.583383351196948		contaminated soil
ENVO:03000008	False	False	compaction process	RO:0002234	has output	has output	False	ENVO:06105205	True	False	compacted soil	0.7559289460184544		compacted soil
ENVO:03600036	True	False	pathogen-suppressive soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.4		pathogen-suppressive soil
ENVO:04000008	False	False	soil organic matter	BFO:0000050	part of	part of	True	ENVO:00001998	False	False	soil	0.4588314677411235		
ENVO:04000011	False	True	bare soil surface layer	RO:0002473	composed primarily of	composed primarily of	True	ENVO:01001616	True	False	bare soil	0.6255432421712243	bare soil surface layer	bare soil
ENVO:06105205	True	False	compacted soil	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00001998	False	False	soil	0.5345224838248488		compacted soil
ENVO:06105232	False	False	soil albedo	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.6030226891555273		
ENVO:06105241	False	False	soil drainage	BFO:0000066	occurs in	occurs in	False	ENVO:00001998	False	False	soil	0.5547001962252291		
ENVO:06105266	False	True	soil layer	RO:0002473	composed primarily of	composed primarily of	True	ENVO:00001998	False	False	soil	0.6324555320336759	soil layer	
ENVO:06105271	False	False	soil texture	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.5773502691896258		
ENVO:06105272	False	False	loamy sand	BFO:0000051	has part	has part	True	ENVO:00002258	True	False	loam	0.6324555320336759		loam
ENVO:06105274	True	False	sandy loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002258	True	False	loam	0.6324555320336759		
ENVO:06105274	True	False	sandy loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.5262348115842176		
ENVO:06105275	True	False	silty loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002258	True	False	loam	0.6324555320336759		
ENVO:06105275	True	False	silty loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.43852900965351466		
ENVO:06105276	True	False	sandy clay loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:06105277	True	False	clay loam	0.7745966692414834		
ENVO:06105277	True	False	clay loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00002258	True	False	loam	0.6666666666666666		
ENVO:06105277	True	False	clay loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:00003082	True	False	enriched soil	0.3698001308168194		
ENVO:06105278	True	False	silty clay loam	rdfs:subClassOf		rdfs:subClassOf	False	ENVO:06105277	True	False	clay loam	0.7745966692414834		
ENVO:06105304	False	False	water-holding capacity of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.3651483716701107		
ENVO:09000028	False	False	evaporation of liquid water in soil	BFO:0000066	occurs in	occurs in	False	ENVO:00001998	False	False	soil	0.3380617018914066		
ENVO:09200005	False	False	mass density of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.4472135954999579		
ENVO:09200009	False	False	structure of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.48507125007266594		
ENVO:09200010	False	False	acidity of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.5163977794943222		
ENVO:09200012	False	False	temperature of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.4588314677411235		
ENVO:09200013	False	False	wetness of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.5163977794943222		
ENVO:09200015	False	False	humidity of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.5		
ENVO:09200016	False	False	conductivity of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.4472135954999579		
ENVO:09200021	False	False	color of soil	RO:0000052	characteristic of	characteristic of	False	ENVO:00001998	False	False	soil	0.5547001962252291		
ENVO:09200029	False	False	thickness of topsoil	RO:0000052	characteristic of	characteristic of	False	ENVO:02000059	True	False	surface soil	0.5809475019311126		surface soil
ENVO:2000008	False	False	lignite	RO:0001000	derives from	derives from	False	ENVO:00005774	True	False	peat soil	0.5039526306789696		peat soil
